0.00000	0.06137	-0.77161	0.15942	0.00000	0.36035	0.00000	0.00000	0.00000	-0.29658	-0.75179	0.83327	0.60766	0.42326	0.48324	0.00000	0.00000	0.88786	0.00000	1.27474	1.21134	0.85500	0.90027	0.39757	-0.29373	0.90672	1.35941	0.55514	0.01184	0.23539	0.87657	0.19173	-1.00853	0.82313	-0.01179	0.00000	1.33690	2.04881	0.52503	0.86443	0.71641	0.64437	1.45883	-0.32057	0.00000	-0.28991	-0.73013	0.29485	-0.67614	-0.09644	0.35304	-0.25757	0.56012	0.94852	0.22114	-0.57346	0.46637	-0.86138	-0.53785	-0.45139	-0.15493	1.18043	0.03738	-0.95041	0.22125	-1.80718	0.71346	-0.49503	0.00000	0.22504	0.29683	-0.43133	-1.39974	0.06947	0.24646	1.16647	0.80975	-0.28165	0.00000	0.00000	0.49078	-0.30291	0.29181	-1.26051	0.26752	-0.23479	0.03694	-0.14897	-0.07902	-0.46929	-0.14609	-0.66212	-1.35531	-0.17864	-0.56512	0.01181	0.00000	-0.48340	0.00000	-5.52435
0.44857	0.56430	0.55754	0.00908	-0.33015	0.02495	0.04349	-0.70771	0.12034	1.17481	1.35861	1.65677	1.97317	-0.45388	0.45200	0.14517	0.80355	1.48917	2.52038	0.34650	0.98416	1.56967	0.49206	0.78235	0.05458	1.04809	-0.22258	3.29038	1.15661	0.37736	0.65404	0.08008	-0.24275	1.85397	0.41748	1.20243	-0.07806	-0.22859	0.29156	0.22599	-0.11068	0.76743	1.21485	-0.97305	-0.81182	-0.83567	0.55245	1.58139	1.11816	0.89425	-0.44165	0.24785	1.10175	-0.35022	0.00000	-1.58541	-0.96325	-1.39561	0.06392	-0.08416	-0.70420	0.22768	-0.15987	-0.89788	-1.09655	-0.14206	-0.23195	-0.03448	-0.17400	-0.67918	-1.83123	-1.14421	-1.17431	-0.42229	0.14119	-1.00453	-1.03182	-0.46936	1.17167	-0.55804	-0.65829	0.17182	-0.37670	-1.11510	-0.31950	0.12071	-1.60519	-0.83814	0.20261	0.28727	-0.50867	-0.02966	-0.26307	1.37736	1.51682	-0.62814	0.28290	0.40758	0.00000	-2.62148
-0.08336	0.46790	0.26180	0.21509	0.48177	0.87387	0.40362	0.00000	0.76869	-0.14549	0.05622	0.28313	0.97281	1.23855	0.67829	-0.00201	0.52257	-0.38572	0.00000	0.84490	0.74169	0.42519	0.19523	0.64651	2.31267	-0.17882	0.28364	0.32378	1.64167	0.48908	-0.91334	0.55203	1.04832	1.53031	0.62710	-0.59814	-0.93832	0.72847	1.66181	0.62446	0.93185	0.51992	-0.02717	1.08009	1.84967	0.84956	-1.07365	0.86544	0.81992	0.02067	-0.55188	0.21018	0.15839	0.55521	-0.12484	-1.21022	0.74058	-0.29554	0.34131	-0.65143	-0.44720	0.83500	-0.32477	0.21251	0.59601	-1.08693	-1.94277	0.00000	0.00000	0.17490	1.01998	-0.42626	0.91493	1.30273	-0.17642	-0.64184	-0.27426	0.68378	-0.53075	-0.60313	-0.71753	0.52991	-0.24640	-0.12684	0.48196	0.13943	-2.18946	-0.13050	0.66813	-0.30547	-0.47323	0.07616	0.00000	0.11723	-0.56968	0.55071	0.47683	-0.01887	-0.59492	-3.62283
-0.51548	-0.85731	-0.09055	0.00000	0.75551	-0.28890	0.00000	0.01054	0.55394	-0.21526	1.52831	0.38561	0.55205	0.84537	0.19181	1.33893	-0.61737	0.76916	0.00000	1.20577	1.21336	0.18085	0.00000	0.38151	0.53573	0.00000	0.40535	2.29089	0.95303	1.40692	-0.90582	0.59313	0.00000	0.36169	-0.03254	0.00000	1.23252	0.85803	0.45592	1.72957	0.41000	0.80779	0.31711	-0.48947	-0.80270	-0.56174	1.71870	2.22719	1.47893	-0.76297	1.33543	0.18363	0.82493	-0.44021	0.76278	-1.54147	-0.50188	0.90954	-1.19015	-0.67081	1.56650	-0.85788	-0.56872	1.23343	0.17695	1.00782	-0.44262	1.11368	-0.25516	-0.38837	0.02248	-0.59639	-0.29657	-0.87307	0.15270	-1.71777	-0.49214	-0.21198	-0.50045	-1.77389	-0.87322	0.03790	-0.49466	-0.77559	-0.03459	-0.25114	0.04717	-0.30660	-0.95111	0.00000	-1.74737	0.23432	0.28245	-0.03127	-0.61409	0.00000	-1.51354	0.00000	0.28707	-8.10260
0.00000	1.18072	0.00000	0.64967	0.39807	-0.40459	0.00000	0.00000	0.00000	0.71097	0.58222	0.07764	0.00000	0.27487	1.03140	1.60616	0.00000	1.17800	0.00000	2.34087	0.00000	1.56964	0.00000	1.37163	0.00000	1.61273	2.98387	0.58344	2.20555	-0.95870	1.89811	0.18383	1.60052	0.49755	1.68058	0.51239	-0.16474	0.60290	0.28546	0.64038	0.61286	1.57409	-0.81307	2.11953	0.69139	0.72547	-0.19906	-0.24618	0.64830	0.91799	2.58632	-0.12084	2.09729	0.42889	-1.78937	0.98789	-1.05469	-0.27466	0.34077	-0.86115	0.94996	-1.43071	-0.71749	1.46809	0.94190	0.05647	-0.14543	0.55422	-1.24531	-1.65099	-0.30592	-0.19992	-1.18239	0.09041	-0.10151	-0.18281	-0.48151	0.31858	-0.32583	0.77969	-0.20246	-0.30860	-0.28618	-1.18454	-0.62813	0.00000	-0.56952	-1.10708	-1.29292	0.00115	0.04444	-0.76483	-0.43921	-0.48934	0.45290	-0.65778	-1.03993	-0.37567	-0.48761	-7.87459
0.99016	-0.00080	0.53672	0.07264	1.63177	0.20164	0.79224	-0.23754	0.63829	2.43236	0.60861	0.82420	0.01850	0.00000	-0.53685	0.38719	-0.69663	0.27435	1.93991	1.51008	0.64494	-0.32263	1.66398	0.96293	-0.50311	1.10447	0.81930	1.04684	-0.71744	0.76770	0.00000	1.55680	0.07432	1.38991	-0.08568	0.26722	1.19701	-1.30098	0.40538	0.03055	1.24007	-0.76761	-0.46014	0.83651	0.00000	-1.34985	0.90880	0.75561	1.92121	-0.30625	0.00000	0.30134	-1.66419	-0.35407	-0.45366	1.02947	0.17547	-0.43746	1.73773	0.50602	-0.87610	-1.31647	-0.32109	0.26562	-0.24345	0.48878	-0.65534	-1.12937	-0.24186	-0.73351	-0.51293	0.48926	0.31191	-0.13769	1.17886	0.17813	1.45072	-0.27605	-0.36167	-0.47928	-0.64777	-1.80382	-0.30774	-1.90061	-0.60444	0.05961	-0.29912	-0.10879	-0.32587	-0.34251	0.00000	0.00092	-0.19693	-0.74230	-0.08750	-0.93608	0.00000	-0.28072	-0.34953	-3.61241
0.28908	0.30026	0.70993	-1.28132	0.08440	0.00000	0.73268	0.23467	0.86614	0.00000	0.49317	1.24643	0.65177	0.56097	0.01773	-1.12817	-0.11297	2.64402	0.56582	2.04724	0.03246	0.61682	-0.99411	1.31484	0.54063	0.88180	0.07312	1.52300	-0.70638	-0.02266	0.64679	0.72865	1.16759	-0.05542	0.46029	0.10579	1.30460	0.68254	-0.06463	1.05397	1.33564	1.53665	0.48602	-0.45357	-0.88405	0.34937	-0.08229	0.61562	0.89360	-0.23764	0.17952	-1.45573	1.84308	0.33142	-0.13531	1.49005	0.38176	-0.01962	0.40799	-0.57171	0.49215	0.58588	-0.28851	0.68115	0.17456	0.89980	0.43894	0.97431	-0.79488	-0.26132	0.92048	-1.33857	-2.00556	-1.28494	0.60600	-1.29374	-1.26146	0.78765	-1.12453	-0.42340	-1.27031	0.90528	-0.94821	-0.24849	-0.43236	-0.55170	-1.43891	-0.09473	0.45441	-0.16813	0.18845	0.21331	-0.81830	-0.50476	0.00000	0.04765	-0.55110	0.07435	0.59443	-8.82424
0.45005	0.13283	0.96135	0.99032	0.54290	0.00000	1.26347	0.47563	1.01367	0.74291	0.38579	0.45176	0.02317	-0.01809	0.58757	0.00908	0.71761	0.96703	0.32304	1.27073	-0.50051	0.20837	0.32929	0.13430	0.19060	0.58050	-0.27476	-0.27706	0.85640	0.41176	0.43976	-0.24993	0.58380	0.95875	0.49987	-1.31281	0.00000	1.31036	0.39530	0.96407	1.12612	2.01860	1.73199	1.20265	2.03862	-0.08159	0.94929	-0.76515	1.70857	-0.99896	1.20103	1.62331	1.51922	1.45841	-1.28838	-0.73676	1.99976	-0.20230	0.83627	-0.57681	0.48902	0.19439	-0.44770	-0.49919	2.15216	-1.39456	-1.08495	-0.12100	0.40241	-1.10136	0.35477	2.10075	-1.10283	0.00000	-1.45321	-1.14003	0.41772	-1.43682	-0.51807	-0.79402	-0.70341	-1.69428	-0.51251	-0.39007	0.87062	-0.72063	-1.61675	-0.09699	0.26241	-0.47384	0.32852	0.30235	-0.14182	0.00000	-2.16578	-0.07938	-0.08823	-0.40570	-0.01727	-11.43348
0.24682	0.52903	0.59836	-0.41896	-0.71917	-0.13670	2.35791	0.49207	-0.37918	0.00000	-0.23502	-0.48115	3.02934	-0.64105	-0.66652	0.10838	-0.09724	0.37645	0.67620	-0.33375	0.49300	-0.39189	0.09947	1.39969	0.24608	1.28263	1.75849	0.83536	0.72536	-0.05280	0.39979	0.24885	-0.24898	0.77802	0.41234	0.65532	1.10169	2.19117	1.49706	-0.05444	0.28647	0.80484	1.84860	1.27768	0.32391	0.86785	1.74922	0.72988	0.06205	1.08819	0.99233	-0.10659	0.88384	0.94046	0.30590	0.63519	-0.27059	-0.48770	-0.64828	-0.14504	-1.26127	0.86247	0.52316	0.04623	-0.63515	1.60867	-0.24671	-0.54708	-0.65406	0.32800	-0.80006	-1.99500	-0.12917	0.04054	-0.28824	-0.88950	0.00000	0.06288	-0.53353	-1.48273	0.47658	-0.49591	-0.71599	0.57386	0.30976	0.52523	0.23815	0.76494	0.93716	-0.41812	-1.47056	-0.96034	-0.70502	-0.18733	-1.42407	0.00000	-0.43654	-1.28814	-0.03871	-2.03635
-0.20408	-0.09721	1.23909	0.00000	0.00000	0.75376	-0.16866	-0.17228	1.06866	0.00000	-0.32652	0.57270	0.35795	0.57046	0.29371	0.12363	1.61348	0.58249	-0.08216	0.94642	0.00000	0.94861	0.85195	0.55192	2.12225	1.29254	0.14301	0.47220	-0.12839	-0.06141	0.91786	2.14629	1.90300	0.70112	0.55276	1.64180	1.02448	0.44039	0.11290	-0.87757	1.04084	0.67027	1.43828	2.37650	0.24316	-0.45480	0.74442	1.15830	2.34198	-0.68986	0.33283	-0.82108	0.13870	0.02877	0.86529	0.68603	1.69140	-0.88498	0.18302	-0.08874	0.48010	0.53790	-0.76936	2.02250	-0.52975	0.48894	-0.81566	0.00000	-1.04159	-0.49391	-0.09050	1.37939	-0.55751	0.28370	-1.09938	-0.46282	-0.30313	-0.64301	-0.92773	0.12225	0.52749	-0.85034	0.57292	-0.70229	-0.20732	-0.05628	-1.21017	-0.07170	-0.63638	-0.52967	-0.31015	0.64102	0.00000	0.24673	-0.51898	-0.74257	0.00000	-0.82974	0.05358	-2.29755
